gradeId,artist,title,hasChords,hasTabs,url,youtubeViews,youtubeDuration,originalArtist
1,Kacey Musgraves,Blowin' Smoke,yes,True,https://justinguitar.com/songs/kacey-musgraves-blowin-smoke-chords-tabs-guitar-lesson-bs-124,66510,13:46,Kacey Musgraves
2,The Shins,Pink Bullets,yes,False,https://justinguitar.com/songs/the-shins-pink-bullets-chords-tabs-guitar-lesson-bs-606,222343,09:53,The Shins
1,Jefferson Airplane,Somebody To Love,yes,True,https://justinguitar.com/songs/jefferson-airplane-somebody-to-love-chords-tabs-guitar-lesson-bs-306,290893,12:39,Jefferson Airplane
5,Elvis Costello,Alison,yes,True,https://justinguitar.com/songs/elvis-costello-alison-chords-tabs-guitar-lesson-sb-319,185784,17:39,Elvis Costello
7,Jimi Hendrix,The Wind Cries Mary [2/2],yes,True,https://justinguitar.com/songs/jimi-hendrix-the-wind-cries-mary-2-2-chords-tabs-guitar-lesson-st-3232,303083,07:36,Jimi Hendrix
5,Jimi Hendrix,Fire,yes,True,https://justinguitar.com/songs/jimi-hendrix-fire-chords-tabs-guitar-lesson-st-398,101606,15:57,Jimi Hendrix
7,Jimi Hendrix,Little Wing [3/3],yes,True,https://justinguitar.com/songs/jimi-hendrix-little-wing-3-3-chords-tabs-guitar-lesson-st-3163,246298,09:01,Jimi Hendrix
6,Jimi Hendrix,Manic Depression,yes,True,https://justinguitar.com/songs/jimi-hendrix-manic-depression-chords-tabs-guitar-lesson-st-325,239784,09:48,Jimi Hendrix
7,Jimi Hendrix,Little Wing [1/3],yes,True,https://justinguitar.com/songs/jimi-hendrix-little-wing-1-3-chords-tabs-guitar-lesson-st-316,1196679,09:35,Jimi Hendrix
6,Jimi Hendrix,Hey Joe [SOLO],yes,True,https://justinguitar.com/songs/jimi-hendrix-hey-joe-solo-chords-tabs-guitar-lesson-cs-005,633127,14:01,Jimi Hendrix
4,Jimi Hendrix,Purple Haze,yes,True,https://justinguitar.com/songs/jimi-hendrix-purple-haze-chords-tabs-guitar-lesson-st-331,1159605,18:59,Jimi Hendrix
7,Jimi Hendrix,Little Wing [2/3],yes,True,https://justinguitar.com/songs/jimi-hendrix-little-wing-2-3-chords-tabs-guitar-lesson-st-3162,476508,09:59,Jimi Hendrix
1,Jimi Hendrix,Hey Joe,yes,True,https://justinguitar.com/songs/jimi-hendrix-hey-joe-chords-tabs-guitar-lesson-bs-301,656166,12:05,Jimi Hendrix
7,Jimi Hendrix,The Wind Cries Mary [1/2],yes,True,https://justinguitar.com/songs/jimi-hendrix-the-wind-cries-mary-1-2-chords-tabs-guitar-lesson-st-323,895185,08:27,Jimi Hendrix
4,Cyndi Lauper,True Colors,yes,False,https://justinguitar.com/songs/cyndi-lauper-true-colors-chords-tabs-guitar-lesson-sb-212,755101,15:27,Cyndi Lauper
6,Miles Davis,So What,yes,False,https://justinguitar.com/songs/miles-davis-so-what-chords-tabs-guitar-lesson-rf-017,314912,08:58,Miles Davis
2,The Monkees,I'm a Believer,yes,True,https://justinguitar.com/songs/the-monkees-i-m-a-believer-chords-tabs-guitar-lesson-bs-602,723321,10:23,The Monkees
2,KT Tunstall,Black Horse And Cherry Tree,yes,True,https://justinguitar.com/songs/kt-tunstall-black-horse-and-cherry-tree-chords-tabs-guitar-lesson-sb-122,234521,18:45,KT Tunstall
5,Xmas Classic,Rudolph The Red Nosed Reindeer [1/3],yes,False,https://justinguitar.com/songs/xmas-classic-rudolph-the-red-nosed-reindeer-1-3-chords-tabs-guitar-lesson-st-115,174641,07:53,Xmas Classic
5,Xmas Classic,Rudolph The Red Nosed Reindeer [3/3],yes,False,https://justinguitar.com/songs/xmas-classic-rudolph-the-red-nosed-reindeer-3-3-chords-tabs-guitar-lesson-st-1153,35540,07:46,Xmas Classic
2,Xmas Classic,Santa Claus Is Coming To Town,yes,False,https://justinguitar.com/songs/xmas-classic-santa-claus-is-coming-to-town-chords-tabs-guitar-lesson-st-110,148902,06:40,Xmas Classic
5,Xmas Classic,Rudolph The Red Nosed Reindeer [2/3],yes,False,https://justinguitar.com/songs/xmas-classic-rudolph-the-red-nosed-reindeer-2-3-chords-tabs-guitar-lesson-st-1152,42058,07:27,Xmas Classic
1,Xmas Classic,Jingle Bells,yes,False,https://justinguitar.com/songs/xmas-classic-jingle-bells-chords-tabs-guitar-lesson-st-120,81289,15:04,Xmas Classic
3,Xmas Classic,Deck The Halls,yes,False,https://justinguitar.com/songs/xmas-classic-deck-the-halls-chords-tabs-guitar-lesson-st-117,31803,08:33,Xmas Classic
3,Xmas Classic,Silent Night,yes,False,https://justinguitar.com/songs/xmas-classic-silent-night-chords-tabs-guitar-lesson-st-111,255815,15:08,Xmas Classic
3,Xmas Classic,We Wish You A Merry Christmas (Easy Arr.),yes,False,https://justinguitar.com/songs/xmas-classic-we-wish-you-a-merry-christmas-easy-arr-chords-tabs-guitar-lesson-st-112,176990,15:28,Xmas Classic
6,Xmas Classic,We Wish You A Merry Christmas (Fingerstyle),yes,False,https://justinguitar.com/songs/xmas-classic-we-wish-you-a-merry-christmas-fingerstyle-chords-tabs-guitar-lesson-st-113,58869,23:10,Xmas Classic
3,Xmas Classic,We Wish You A Merry Christmas [EASY],yes,False,https://justinguitar.com/songs/xmas-classic-we-wish-you-a-merry-christmas-easy-chords-tabs-guitar-lesson-st-119,54374,09:59,Xmas Classic
3,Cat Stevens,Wild World,yes,True,https://justinguitar.com/songs/cat-stevens-wild-world-chords-tabs-guitar-lesson-bs-994,947112,13:13,Cat Stevens
1,Cat Stevens,The First Cut Is The Deepest,yes,True,https://justinguitar.com/songs/cat-stevens-the-first-cut-is-the-deepest-chords-tabs-guitar-lesson-sb-417,307647,09:13,Cat Stevens
5,Cat Stevens,Father And Son,yes,True,https://justinguitar.com/songs/cat-stevens-father-and-son-chords-tabs-guitar-lesson-sb-108,807632,11:04,Cat Stevens
3,Bryan Adams,Summer Of '69,yes,True,https://justinguitar.com/songs/bryan-adams-summer-of-69-chords-tabs-guitar-lesson-bs-701,552946,19:29,Bryan Adams
5,Bryan Adams,Everything I Do I Do It For You,yes,True,https://justinguitar.com/songs/bryan-adams-everything-i-do-i-do-it-for-you-chords-tabs-guitar-lesson-sb-219,189657,10:46,Bryan Adams
2,Sheryl Crow,If It Makes You Happy,yes,True,https://justinguitar.com/songs/sheryl-crow-if-it-makes-you-happy-chords-tabs-guitar-lesson-bs-426,217966,20:24,Sheryl Crow
2,Sheryl Crow,All I Wanna Do,yes,True,https://justinguitar.com/songs/sheryl-crow-all-i-wanna-do-chords-tabs-guitar-lesson-sg-072,32806,17:49,Sheryl Crow
5,Sheryl Crow,Strong Enough,yes,True,https://justinguitar.com/songs/sheryl-crow-strong-enough-chords-tabs-guitar-lesson-sb-123,153529,11:59,Sheryl Crow
4,Sheryl Crow,Steve McQueen,yes,False,https://justinguitar.com/songs/sheryl-crow-steve-mcqueen-chords-tabs-guitar-lesson-sg-046,21022,16:14,Sheryl Crow
5,Iron Maiden,Run To The Hills,yes,True,https://justinguitar.com/songs/iron-maiden-run-to-the-hills-chords-tabs-guitar-lesson-sb-325,212473,16:53,Iron Maiden
2,The Ronettes,Be My Baby,yes,True,https://justinguitar.com/songs/the-ronettes-be-my-baby-chords-tabs-guitar-lesson-sb-415,136040,09:26,The Ronettes
3,Sting,Fields of Gold,yes,True,https://justinguitar.com/songs/sting-fields-of-gold-chords-tabs-guitar-lesson-bs-803,586796,11:24,Sting
6,Sting,Shape of My Heart,yes,True,https://justinguitar.com/songs/sting-shape-of-my-heart-chords-tabs-guitar-lesson-rf-015,885784,09:53,Sting
2,Sting,Fields Of Gold (Easy Version),yes,False,https://justinguitar.com/songs/sting-fields-of-gold-easy-version-chords-tabs-guitar-lesson-bs-693,90218,15:25,Sting
6,Lynyrd Skynyrd,Sweet Home Alabama [1/2],yes,True,https://justinguitar.com/songs/lynyrd-skynyrd-sweet-home-alabama-1-2-chords-tabs-guitar-lesson-st-310,2424832,05:41,Lynyrd Skynyrd
6,Lynyrd Skynyrd,Sweet Home Alabama [2/2],yes,True,https://justinguitar.com/songs/lynyrd-skynyrd-sweet-home-alabama-2-2-chords-tabs-guitar-lesson-st-3102,676026,06:36,Lynyrd Skynyrd
2,Bill Haley,Rock Around The Clock,yes,True,https://justinguitar.com/songs/bill-haley-rock-around-the-clock-chords-tabs-guitar-lesson-bs-520,171623,13:30,Bill Haley
5,The Doors,Riders On The Storm,yes,True,https://justinguitar.com/songs/the-doors-riders-on-the-storm-chords-tabs-guitar-lesson-st-355,556608,20:42,The Doors
2,The Doors,Break On Through,yes,True,https://justinguitar.com/songs/the-doors-break-on-through-chords-tabs-guitar-lesson-sg-025,25020,13:23,The Doors
5,Bob Marley,I Shot the Sheriff [2/2],yes,True,https://justinguitar.com/songs/bob-marley-i-shot-the-sheriff-2-2-chords-tabs-guitar-lesson-st-6132,218440,06:07,Bob Marley
5,Bob Marley,I Shot the Sheriff [1/2],yes,True,https://justinguitar.com/songs/bob-marley-i-shot-the-sheriff-1-2-chords-tabs-guitar-lesson-st-613,504909,05:54,Bob Marley
1,Bob Marley,Three Little Birds,yes,False,https://justinguitar.com/songs/bob-marley-three-little-birds-chords-tabs-guitar-lesson-bs-101,1387586,10:16,Bob Marley
5,Bob Marley,Lively Up Yourself,yes,False,https://justinguitar.com/songs/bob-marley-lively-up-yourself-chords-tabs-guitar-lesson-sg-009,31623,16:05,Bob Marley
1,Bob Marley,Stir It Up,yes,True,https://justinguitar.com/songs/bob-marley-stir-it-up-chords-tabs-guitar-lesson-bs-193,91633,07:09,Bob Marley
3,Bob Marley,Redemption Song,yes,True,https://justinguitar.com/songs/bob-marley-redemption-song-chords-tabs-guitar-lesson-bs-905,859016,10:45,Bob Marley
5,The Righteous Brothers,Unchained Melody,yes,False,https://justinguitar.com/songs/the-righteous-brothers-unchained-melody-chords-tabs-guitar-lesson-sb-410,391738,17:45,The Righteous Brothers
2,Neil Diamond,"Girl, You'll Be A Woman Soon",yes,True,https://justinguitar.com/songs/neil-diamond-girl-you-ll-be-a-woman-soon-chords-tabs-guitar-lesson-bs-423,163562,20:08,Neil Diamond
4,Neil Diamond,Sweet Caroline,yes,True,https://justinguitar.com/songs/neil-diamond-sweet-caroline-chords-tabs-guitar-lesson-sb-404,593697,19:53,Neil Diamond
1,Neil Diamond,"Cherry, Cherry",yes,True,https://justinguitar.com/songs/neil-diamond-cherry-cherry-chords-tabs-guitar-lesson-sb-423,72497,10:27,Neil Diamond
3,Hozier,Take Me To Church,yes,True,https://justinguitar.com/songs/hozier-take-me-to-church-chords-tabs-guitar-lesson-bs-924,260950,10:30,Hozier
5,John Butler Trio,Zebra,yes,True,https://justinguitar.com/songs/john-butler-trio-zebra-chords-tabs-guitar-lesson-sb-504,86710,11:00,John Butler Trio
3,Queens Of The Stone Age,Go With The Flow,yes,True,https://justinguitar.com/songs/queens-of-the-stone-age-go-with-the-flow-chords-tabs-guitar-lesson-sg-010,34179,10:10,Queens Of The Stone Age
5,Nile Rodgers,Le Freak,yes,True,https://justinguitar.com/songs/nile-rodgers-le-freak-chords-tabs-guitar-lesson-rf-007,666837,08:02,Nile Rodgers
6,Freddie King,Hide Away [2/3],yes,True,https://justinguitar.com/songs/freddie-king-hide-away-2-3-chords-tabs-guitar-lesson-st-804,45256,29:33,Freddie King
6,Freddie King,Hide Away [1/3],yes,True,https://justinguitar.com/songs/freddie-king-hide-away-1-3-chords-tabs-guitar-lesson-st-803,111957,20:10,Freddie King
3,John Legend,All Of Me,yes,True,https://justinguitar.com/songs/john-legend-all-of-me-chords-tabs-guitar-lesson-st-388,119718,20:03,John Legend
6,Stevie Ray Vaughan,Mary Had A Little Lamb,yes,True,https://justinguitar.com/songs/stevie-ray-vaughan-mary-had-a-little-lamb-chords-tabs-guitar-lesson-st-343,574328,17:29,Stevie Ray Vaughan
7,Stevie Ray Vaughan,Pride And Joy,yes,True,https://justinguitar.com/songs/stevie-ray-vaughan-pride-and-joy-chords-tabs-guitar-lesson-st-399,490218,26:03,Stevie Ray Vaughan
7,Stevie Ray Vaughan,Mary had A Little Lamb [SOLO],yes,True,https://justinguitar.com/songs/stevie-ray-vaughan-mary-had-a-little-lamb-solo-chords-tabs-guitar-lesson-cs-004,257459,22:24,Stevie Ray Vaughan
4,Motorhead,Bomber,yes,False,https://justinguitar.com/songs/motorhead-bomber-chords-tabs-guitar-lesson-st-386,71333,05:50,Motorhead
5,Motorhead,Ace Of Spades,yes,True,https://justinguitar.com/songs/motorhead-ace-of-spades-chords-tabs-guitar-lesson-st-359,213376,25:55,Motorhead
3,Motorhead,Killed By Death,yes,False,https://justinguitar.com/songs/motorhead-killed-by-death-chords-tabs-guitar-lesson-st-385,83829,15:23,Motorhead
1,4 Non Blondes,What's Up,yes,False,https://justinguitar.com/songs/4-non-blondes-what-s-up-chords-tabs-guitar-lesson-bs-308,937510,07:34,4 Non Blondes
5,Rainbow,Since You Been Gone,yes,True,https://justinguitar.com/songs/rainbow-since-you-been-gone-chords-tabs-guitar-lesson-sb-315,293464,16:35,Rainbow
3,Kings Of Leon,Molly's Chambers,yes,False,https://justinguitar.com/songs/kings-of-leon-molly-s-chambers-chords-tabs-guitar-lesson-bs-807,216276,09:19,Kings Of Leon
1,Van Morrison,Brown Eyed Girl,yes,True,https://justinguitar.com/songs/van-morrison-brown-eyed-girl-chords-tabs-guitar-lesson-bs-304,2463259,13:32,Van Morrison
2,Semisonic,Closing Time,yes,True,https://justinguitar.com/songs/semisonic-closing-time-chords-tabs-guitar-lesson-bs-422,204556,18:36,Semisonic
3,The Hives,Hate To Say I Told You So,yes,True,https://justinguitar.com/songs/the-hives-hate-to-say-i-told-you-so-chords-tabs-guitar-lesson-st-609,118760,06:52,The Hives
1,Etta James,I'd Rather Go Blind,yes,False,https://justinguitar.com/songs/etta-james-i-d-rather-go-blind-chords-tabs-guitar-lesson-bs-203,399573,13:57,Etta James
6,Peter Allen,I Still Call Australia Home,yes,False,https://justinguitar.com/songs/peter-allen-i-still-call-australia-home-chords-tabs-guitar-lesson-st-421,27658,18:14,Peter Allen
4,Feeder,Just The Way I'm Feeling,yes,False,https://justinguitar.com/songs/feeder-just-the-way-i-m-feeling-chords-tabs-guitar-lesson-sb-328,108857,09:55,Feeder
1,Starsailor,Silence Is Easy,yes,False,https://justinguitar.com/songs/starsailor-silence-is-easy-chords-tabs-guitar-lesson-bs-194,33342,10:10,Starsailor
2,Survivor,Eye of the Tiger,yes,True,https://justinguitar.com/songs/survivor-eye-of-the-tiger-chords-tabs-guitar-lesson-sg-055,45709,25:57,Survivor
2,John Mayall,All Your Love,yes,True,https://justinguitar.com/songs/john-mayall-all-your-love-chords-tabs-guitar-lesson-sg-029,33206,06:50,John Mayall
6,James Brown,Get Up (I Feel Like Being A Sex Machine) ,yes,False,https://justinguitar.com/songs/james-brown-get-up-i-feel-like-being-a-sex-machine-chords-tabs-guitar-lesson-st-367,216990,11:22,James Brown
6,James Brown,I Got You (I Feel Good) ,yes,True,https://justinguitar.com/songs/james-brown-i-got-you-i-feel-good-chords-tabs-guitar-lesson-st-371,123564,13:59,James Brown
4,Coldplay,Viva La Vida,yes,False,https://justinguitar.com/songs/coldplay-viva-la-vida-chords-tabs-guitar-lesson-st-813,157826,12:14,Coldplay
3,Coldplay,Fix you,yes,True,https://justinguitar.com/songs/coldplay-fix-you-chords-tabs-guitar-lesson-sb-221,672927,15:12,Coldplay
3,Coldplay,Yellow,yes,True,https://justinguitar.com/songs/coldplay-yellow-chords-tabs-guitar-lesson-sb-124,1350952,12:15,Coldplay
3,Coldplay,The Scientist [EASY],yes,True,https://justinguitar.com/songs/coldplay-the-scientist-easy-chords-tabs-guitar-lesson-sg-043,96973,07:14,Coldplay
2,Coldplay,Don't Panic,yes,True,https://justinguitar.com/songs/coldplay-don-t-panic-chords-tabs-guitar-lesson-sb-111,381882,13:15,Coldplay
4,Coldplay,Trouble,yes,True,https://justinguitar.com/songs/coldplay-trouble-chords-tabs-guitar-lesson-st-606,620857,05:25,Coldplay
4,Coldplay,The Scientist [in 4ths tuning],yes,True,https://justinguitar.com/songs/coldplay-the-scientist-in-4ths-tuning-chords-tabs-guitar-lesson-st-607,61634,17:48,Coldplay
3,Blink-182,All The Small Things,yes,True,https://justinguitar.com/songs/blink-182-all-the-small-things-chords-tabs-guitar-lesson-bs-809,187328,16:17,Blink-182
3,Ritchie Valens,La Bamba,yes,True,https://justinguitar.com/songs/ritchie-valens-la-bamba-chords-tabs-guitar-lesson-rf-004,706751,04:54,Ritchie Valens
1,Noah And The Whale,5 Years Time,yes,True,https://justinguitar.com/songs/noah-and-the-whale-5-years-time-chords-tabs-guitar-lesson-bs-127,79801,08:17,Noah And The Whale
3,The Offspring,Pretty Fly (For A White Guy),yes,True,https://justinguitar.com/songs/the-offspring-pretty-fly-for-a-white-guy-chords-tabs-guitar-lesson-bs-810,46441,11:23,The Offspring
6,The Police,Every Breath You Take,yes,True,https://justinguitar.com/songs/the-police-every-breath-you-take-chords-tabs-guitar-lesson-sb-224,1131654,17:10,The Police
5,The Police,Message in a Bottle,yes,True,https://justinguitar.com/songs/the-police-message-in-a-bottle-chords-tabs-guitar-lesson-rf-010,286402,04:37,The Police
1,Blondie,The Tide Is High,yes,False,https://justinguitar.com/songs/blondie-the-tide-is-high-chords-tabs-guitar-lesson-bs-128,112008,06:25,Blondie
6,Ariel Posen,How Long,yes,True,https://justinguitar.com/songs/ariel-posen-how-long-chords-tabs-guitar-lesson-st-818,22106,20:15,Ariel Posen
1,Nancy Sinatra,These Boots Are Made For Walking,yes,False,https://justinguitar.com/songs/nancy-sinatra-these-boots-are-made-for-walking-chords-tabs-guitar-lesson-sb-121,231835,08:08,Nancy Sinatra
4,David Bowie,Space Oddity,yes,True,https://justinguitar.com/songs/david-bowie-space-oddity-chords-tabs-guitar-lesson-st-357,738322,21:21,David Bowie
1,David Bowie,Heroes,yes,True,https://justinguitar.com/songs/david-bowie-heroes-chords-tabs-guitar-lesson-st-360,592248,10:27,David Bowie
3,David Bowie,Ziggy Stardust,yes,True,https://justinguitar.com/songs/david-bowie-ziggy-stardust-chords-tabs-guitar-lesson-bs-027,510355,22:51,David Bowie
5,Audioslave,Cochise,yes,True,https://justinguitar.com/songs/audioslave-cochise-chords-tabs-guitar-lesson-st-404,59116,18:42,Audioslave
1,Pearl Jam,Black,yes,True,https://justinguitar.com/songs/pearl-jam-black-chords-tabs-guitar-lesson-sg-050,53105,20:53,Pearl Jam
5,Pearl Jam,Alive,yes,True,https://justinguitar.com/songs/pearl-jam-alive-chords-tabs-guitar-lesson-sb-329,279802,05:01,Pearl Jam
1,Pearl Jam,Last Kiss,yes,True,https://justinguitar.com/songs/pearl-jam-last-kiss-chords-tabs-guitar-lesson-sg-059,27826,10:50,Pearl Jam
2,Pearl Jam,Nothingman,yes,False,https://justinguitar.com/songs/pearl-jam-nothingman-chords-tabs-guitar-lesson-sg-069,21527,17:04,Pearl Jam
4,Pearl Jam,Better Man,yes,True,https://justinguitar.com/songs/pearl-jam-better-man-chords-tabs-guitar-lesson-st-303,42447,18:17,Pearl Jam
8,Robben Ford,Help The Poor [SOLO],yes,True,https://justinguitar.com/songs/robben-ford-help-the-poor-solo-chords-tabs-guitar-lesson-cs-002,220238,26:21,Robben Ford
3,Ramones,Sheena Is A Punk Rocker,yes,False,https://justinguitar.com/songs/ramones-sheena-is-a-punk-rocker-chords-tabs-guitar-lesson-sg-062,31804,12:58,Ramones
6,Fleetwood Mac,Albatross [1/3],yes,True,https://justinguitar.com/songs/fleetwood-mac-albatross-1-3-chords-tabs-guitar-lesson-st-379,216874,03:15,Fleetwood Mac
6,Fleetwood Mac,Albatross [3/3],yes,True,https://justinguitar.com/songs/fleetwood-mac-albatross-3-3-chords-tabs-guitar-lesson-st-381,68555,10:20,Fleetwood Mac
2,Fleetwood Mac,Dreams,yes,True,https://justinguitar.com/songs/fleetwood-mac-dreams-chords-tabs-guitar-lesson-sb-215,849865,13:45,Fleetwood Mac
6,Fleetwood Mac,Albatross [2/3],yes,True,https://justinguitar.com/songs/fleetwood-mac-albatross-2-3-chords-tabs-guitar-lesson-st-380,173275,09:32,Fleetwood Mac
5,Fleetwood Mac,Landslide,yes,True,https://justinguitar.com/songs/fleetwood-mac-landslide-chords-tabs-guitar-lesson-sb-426,825946,21:34,Fleetwood Mac
2,Green Day,Good Riddance (Time Of Your Life),yes,True,https://justinguitar.com/songs/green-day-good-riddance-time-of-your-life-chords-tabs-guitar-lesson-sg-066,83192,10:40,Green Day
3,Green Day,American Idiot,yes,True,https://justinguitar.com/songs/green-day-american-idiot-chords-tabs-guitar-lesson-st-307,665822,07:26,Green Day
3,Green Day,When I Come Around,yes,True,https://justinguitar.com/songs/green-day-when-i-come-around-chords-tabs-guitar-lesson-sg-060,39578,15:29,Green Day
2,Green Day,Basket Case,yes,True,https://justinguitar.com/songs/green-day-basket-case-chords-tabs-guitar-lesson-st-311,69844,31:40,Green Day
1,Eddie Vedder,Longing To Belong,yes,False,https://justinguitar.com/songs/eddie-vedder-longing-to-belong-chords-tabs-guitar-lesson-us-106,70342,12:55,Eddie Vedder
7,Steely Dan,Josie,yes,True,https://justinguitar.com/songs/steely-dan-josie-chords-tabs-guitar-lesson-rf-013,207810,06:48,Steely Dan
3,Creedence Clearwater Revival,Proud Mary,yes,True,https://justinguitar.com/songs/creedence-clearwater-revival-proud-mary-chords-tabs-guitar-lesson-bs-026,441017,16:14,Creedence Clearwater Revival
3,Creedence Clearwater Revival,Have You Ever Seen The Rain?,yes,True,https://justinguitar.com/songs/creedence-clearwater-revival-have-you-ever-seen-the-rain-chords-tabs-guitar-lesson-bs-902,1415652,08:56,Creedence Clearwater Revival
3,Creedence Clearwater Revival,Fortunate Son,yes,True,https://justinguitar.com/songs/creedence-clearwater-revival-fortunate-son-chords-tabs-guitar-lesson-bs-724,306293,12:36,Creedence Clearwater Revival
1,Creedence Clearwater Revival,Bad Moon Rising,yes,True,https://justinguitar.com/songs/creedence-clearwater-revival-bad-moon-rising-chords-tabs-guitar-lesson-bs-121,448632,09:20,Creedence Clearwater Revival
1,Pulp,Common People,yes,False,https://justinguitar.com/songs/pulp-common-people-chords-tabs-guitar-lesson-bs-110,496350,12:51,Pulp
3,The Dandy Warhols,Bohemian Like You,yes,False,https://justinguitar.com/songs/the-dandy-warhols-bohemian-like-you-chords-tabs-guitar-lesson-bs-022,119014,14:15,The Dandy Warhols
2,Buddy Holly,It's So Easy,yes,True,https://justinguitar.com/songs/buddy-holly-it-s-so-easy-chords-tabs-guitar-lesson-sb-413,146786,14:42,Buddy Holly
1,Buddy Holly,Peggy Sue,yes,True,https://justinguitar.com/songs/buddy-holly-peggy-sue-chords-tabs-guitar-lesson-bs-208,665312,10:03,Buddy Holly
2,Buddy Holly,That'll Be The Day,yes,True,https://justinguitar.com/songs/buddy-holly-that-ll-be-the-day-chords-tabs-guitar-lesson-bs-510,614179,08:10,Buddy Holly
4,Rage Against The Machine,Killing In The Name,yes,True,https://justinguitar.com/songs/rage-against-the-machine-killing-in-the-name-chords-tabs-guitar-lesson-sb-314,871144,19:33,Rage Against The Machine
1,The Fray,How To Save A Life,yes,True,https://justinguitar.com/songs/the-fray-how-to-save-a-life-chords-tabs-guitar-lesson-bs-307,725552,07:44,The Fray
3,Bob Dylan,Blowin In The Wind,yes,True,https://justinguitar.com/songs/bob-dylan-blowin-in-the-wind-chords-tabs-guitar-lesson-bc-700,0,,Bob Dylan
3,Deep Purple,Smoke On The Water,yes,True,https://justinguitar.com/songs/deep-purple-smoke-on-the-water-chords-tabs-guitar-lesson-sb-311,962946,11:11,Deep Purple
3,Deep Purple,Black Night,yes,True,https://justinguitar.com/songs/deep-purple-black-night-chords-tabs-guitar-lesson-bs-025,432152,08:24,Deep Purple
6,Eric Clapton (Cream),Crossroads [SOLO],yes,True,https://justinguitar.com/songs/eric-clapton-cream-crossroads-solo-chords-tabs-guitar-lesson-cs-001,551408,19:24,Eric Clapton (Cream)
4,Eric Clapton (Cream),Sunshine Of Your Love,yes,True,https://justinguitar.com/songs/eric-clapton-cream-sunshine-of-your-love-chords-tabs-guitar-lesson-sb-306,943997,09:43,Eric Clapton (Cream)
8,Justin Sandercoe,From Katie's Window [4/4],no,False,https://justinguitar.com/songs/justin-sandercoe-from-katie-s-window-4-4-chords-tabs-guitar-lesson-js-103,22322,08:24,Justin Sandercoe
8,Justin Sandercoe,From Katie's Window [3/4],no,False,https://justinguitar.com/songs/justin-sandercoe-from-katie-s-window-3-4-chords-tabs-guitar-lesson-js-102,19713,07:56,Justin Sandercoe
8,Justin Sandercoe,From Katie's Window [1/4],no,False,https://justinguitar.com/songs/justin-sandercoe-from-katie-s-window-1-4-chords-tabs-guitar-lesson-js-100,181104,08:56,Justin Sandercoe
8,Justin Sandercoe,From Katie's Window [2/4],no,False,https://justinguitar.com/songs/justin-sandercoe-from-katie-s-window-2-4-chords-tabs-guitar-lesson-js-101,25445,11:02,Justin Sandercoe
1,America,A Horse With No Name,yes,True,https://justinguitar.com/songs/america-a-horse-with-no-name-chords-tabs-guitar-lesson-sg-014,99683,10:08,America
3,Bruce Springsteen,The River,yes,True,https://justinguitar.com/songs/bruce-springsteen-the-river-chords-tabs-guitar-lesson-sg-013,90265,20:01,Bruce Springsteen
3,Bruce Springsteen,Dancing In The Dark,yes,True,https://justinguitar.com/songs/bruce-springsteen-dancing-in-the-dark-chords-tabs-guitar-lesson-bs-891,259680,12:01,Bruce Springsteen
5,Bruce Springsteen,I'm On Fire,yes,True,https://justinguitar.com/songs/bruce-springsteen-i-m-on-fire-chords-tabs-guitar-lesson-st-389,208520,15:17,Bruce Springsteen
1,Bruce Springsteen,Born In The USA,yes,True,https://justinguitar.com/songs/bruce-springsteen-born-in-the-usa-chords-tabs-guitar-lesson-bs-191,226595,08:59,Bruce Springsteen
3,Rose Tattoo,Scarred For Life,yes,False,https://justinguitar.com/songs/rose-tattoo-scarred-for-life-chords-tabs-guitar-lesson-sb-506,28245,15:41,Rose Tattoo
3,Stevie Wonder,Superstition,yes,True,https://justinguitar.com/songs/stevie-wonder-superstition-chords-tabs-guitar-lesson-sg-065,85763,18:37,Stevie Wonder
6,Stevie Wonder,Master Blaster,yes,True,https://justinguitar.com/songs/stevie-wonder-master-blaster-chords-tabs-guitar-lesson-st-345,226544,25:53,Stevie Wonder
1,The Vaccines,If You Wanna,yes,False,https://justinguitar.com/songs/the-vaccines-if-you-wanna-chords-tabs-guitar-lesson-bs-322,61042,14:22,The Vaccines
5,Jack Johnson,Gone,yes,False,https://justinguitar.com/songs/jack-johnson-gone-chords-tabs-guitar-lesson-st-602,454462,06:13,Jack Johnson
4,Jack Johnson,Times Like These,yes,False,https://justinguitar.com/songs/jack-johnson-times-like-these-chords-tabs-guitar-lesson-st-603,703729,09:21,Jack Johnson
5,Jack Johnson,Traffic in the Sky,yes,False,https://justinguitar.com/songs/jack-johnson-traffic-in-the-sky-chords-tabs-guitar-lesson-st-601,344283,08:41,Jack Johnson
4,ZZ Top,La Grange,yes,True,https://justinguitar.com/songs/zz-top-la-grange-chords-tabs-guitar-lesson-sb-303,1305387,11:00,ZZ Top
1,Bill Withers,Use Me,yes,False,https://justinguitar.com/songs/bill-withers-use-me-chords-tabs-guitar-lesson-sg-030,39701,09:54,Bill Withers
1,Bill Withers,Ain't No Sunshine,yes,True,https://justinguitar.com/songs/bill-withers-ain-t-no-sunshine-chords-tabs-guitar-lesson-bs-292,358740,10:01,Bill Withers
1,Billy Ray Cyrus,Achy Breaky Heart,yes,True,https://justinguitar.com/songs/billy-ray-cyrus-achy-breaky-heart-chords-tabs-guitar-lesson-sg-040,25712,06:05,Billy Ray Cyrus
